,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:12:00,0.6153846153846154,-2.923076923076923,0.3076923076923077,0.5384615384615384,-2.0,0.7692307692307693,4.230769230769231,-2.4615384615384617,1.4615384615384615,4.461538461538462,-1.2307692307692308,3.6153846153846154
2020-09-23 14:13:00,0.7142857142857143,-2.857142857142857,0.14285714285714285,0.5,-2.2857142857142856,0.7142857142857143,4.5,-2.4285714285714284,1.4285714285714286,4.714285714285714,-1.2142857142857142,3.7142857142857144
2020-09-23 14:14:00,0.8666666666666667,-2.8,0.06666666666666667,0.4,-2.6,0.6666666666666666,4.733333333333333,-2.4,1.4666666666666666,5.0,-1.2666666666666666,3.8666666666666667
2020-09-23 14:15:00,1.0625,-2.8125,0.0,0.375,-2.9375,0.625,4.9375,-2.3125,1.4375,5.25,-1.375,4.0625
2020-09-23 14:16:00,1.1764705882352942,-2.8823529411764706,-0.11764705882352941,0.35294117647058826,-3.176470588235294,0.5294117647058824,5.0588235294117645,-2.176470588235294,1.4705882352941178,5.411764705882353,-1.5294117647058822,4.235294117647059
2020-09-23 14:17:00,1.2777777777777777,-2.9444444444444446,-0.2777777777777778,0.3333333333333333,-3.3333333333333335,0.4444444444444444,5.166666666666667,-2.111111111111111,1.5555555555555556,5.5,-1.7222222222222223,4.444444444444445
2020-09-23 14:18:00,1.368421052631579,-3.0526315789473686,-0.42105263157894735,0.2631578947368421,-3.526315789473684,0.3157894736842105,5.2105263157894735,-2.0526315789473686,1.631578947368421,5.631578947368421,-1.8421052631578947,4.631578947368421
2020-09-23 14:19:00,1.45,-3.2,-0.55,0.15,-3.75,0.25,5.2,-2.05,1.75,5.7,-1.95,4.8
2020-09-23 14:20:00,1.4761904761904763,-3.3333333333333335,-0.7142857142857143,0.0,-4.0,0.14285714285714285,5.238095238095238,-2.0952380952380953,1.8095238095238095,5.761904761904762,-2.0476190476190474,5.0
2020-09-23 14:21:00,1.5,-3.4545454545454546,-0.8636363636363636,-0.18181818181818182,-4.2272727272727275,0.09090909090909091,5.2727272727272725,-2.1363636363636362,1.9090909090909092,5.818181818181818,-2.1363636363636362,5.2272727272727275
2020-09-23 14:22:00,1.4782608695652173,-3.5652173913043477,-1.0434782608695652,-0.30434782608695654,-4.478260869565218,0.08695652173913043,5.304347826086956,-2.130434782608696,2.0,5.913043478260869,-2.1739130434782608,5.391304347826087
2020-09-23 14:23:00,1.4583333333333333,-3.7083333333333335,-1.25,-0.375,-4.75,0.041666666666666664,5.333333333333333,-2.0833333333333335,2.125,6.041666666666667,-2.2083333333333335,5.541666666666667
2020-09-23 14:24:00,1.48,-3.8,-1.48,-0.4,-5.04,0.04,5.4,-2.0,2.24,6.2,-2.24,5.64
2020-09-23 14:25:00,1.5,-3.923076923076923,-1.6923076923076923,-0.46153846153846156,-5.269230769230769,0.038461538461538464,5.5,-1.9230769230769231,2.3461538461538463,6.346153846153846,-2.3076923076923075,5.769230769230769
2020-09-23 14:26:00,1.5555555555555556,-4.037037037037037,-1.8888888888888888,-0.48148148148148145,-5.518518518518518,0.0,5.592592592592593,-1.8888888888888888,2.4074074074074074,6.444444444444445,-2.3333333333333335,5.851851851851852
2020-09-23 14:27:00,1.6071428571428572,-4.107142857142857,-2.107142857142857,-0.4642857142857143,-5.785714285714286,-0.03571428571428571,5.678571428571429,-1.8928571428571428,2.4285714285714284,6.5,-2.3214285714285716,5.964285714285714
2020-09-23 14:28:00,1.6896551724137931,-4.137931034482759,-2.2758620689655173,-0.41379310344827586,-6.0,-0.06896551724137931,5.793103448275862,-1.8620689655172413,2.4482758620689653,6.586206896551724,-2.3448275862068964,6.0344827586206895
2020-09-23 14:29:00,1.7333333333333334,-4.133333333333334,-2.4,-0.36666666666666664,-6.2,-0.06666666666666667,5.933333333333334,-1.8666666666666667,2.466666666666667,6.666666666666667,-2.3333333333333335,6.066666666666666
2020-09-23 14:30:00,1.7741935483870968,-4.129032258064516,-2.5161290322580645,-0.3225806451612903,-6.419354838709677,-0.03225806451612903,6.032258064516129,-1.8387096774193548,2.4838709677419355,6.709677419354839,-2.2903225806451615,6.129032258064516
2020-09-23 14:31:00,1.78125,-4.15625,-2.65625,-0.28125,-6.59375,0.0,6.125,-1.8125,2.53125,6.78125,-2.21875,6.15625
2020-09-23 14:32:00,1.7575757575757576,-4.151515151515151,-2.787878787878788,-0.2727272727272727,-6.757575757575758,0.030303030303030304,6.242424242424242,-1.7878787878787878,2.606060606060606,6.878787878787879,-2.1515151515151514,6.212121212121212
2020-09-23 14:33:00,1.7647058823529411,-4.147058823529412,-2.911764705882353,-0.23529411764705882,-6.882352941176471,0.058823529411764705,6.323529411764706,-1.7941176470588236,2.6470588235294117,6.9411764705882355,-2.0588235294117645,6.294117647058823
2020-09-23 14:34:00,1.7714285714285714,-4.114285714285714,-3.0285714285714285,-0.17142857142857143,-7.0,0.08571428571428572,6.428571428571429,-1.7714285714285714,2.657142857142857,6.9714285714285715,-1.9428571428571428,6.4
2020-09-23 14:35:00,1.7777777777777777,-4.083333333333333,-3.1666666666666665,-0.1388888888888889,-7.138888888888889,0.1388888888888889,6.5,-1.75,2.6944444444444446,7.027777777777778,-1.8055555555555556,6.527777777777778
2020-09-23 14:36:00,1.8108108108108107,-4.054054054054054,-3.27027027027027,-0.08108108108108109,-7.297297297297297,0.1891891891891892,6.5675675675675675,-1.7567567567567568,2.72972972972973,7.081081081081081,-1.6756756756756757,6.675675675675675
2020-09-23 14:37:00,1.8157894736842106,-4.052631578947368,-3.3684210526315788,-0.05263157894736842,-7.447368421052632,0.2631578947368421,6.631578947368421,-1.7894736842105263,2.763157894736842,7.157894736842105,-1.5263157894736843,6.842105263157895
2020-09-23 14:38:00,1.8205128205128205,-4.0256410256410255,-3.4358974358974357,-0.05128205128205128,-7.615384615384615,0.3333333333333333,6.666666666666667,-1.8461538461538463,2.769230769230769,7.205128205128205,-1.4102564102564104,7.0
2020-09-23 14:39:00,1.85,-4.0,-3.475,-0.025,-7.775,0.4,6.675,-1.9,2.75,7.225,-1.325,7.125
2020-09-23 14:40:00,1.8780487804878048,-3.951219512195122,-3.4878048780487805,0.0,-7.926829268292683,0.4634146341463415,6.658536585365853,-1.951219512195122,2.731707317073171,7.2439024390243905,-1.2195121951219512,7.2682926829268295
2020-09-23 14:41:00,1.880952380952381,-3.9285714285714284,-3.5,0.0,-8.071428571428571,0.5476190476190477,6.666666666666667,-2.0238095238095237,2.7142857142857144,7.285714285714286,-1.0952380952380953,7.380952380952381
2020-09-23 14:42:00,1.9069767441860466,-3.9069767441860463,-3.5348837209302326,-0.023255813953488372,-8.209302325581396,0.6511627906976745,6.6976744186046515,-2.0697674418604652,2.7209302325581395,7.325581395348837,-0.9767441860465116,7.488372093023256
2020-09-23 14:43:00,1.9318181818181819,-3.8636363636363638,-3.5681818181818183,-0.045454545454545456,-8.363636363636363,0.7727272727272727,6.704545454545454,-2.1363636363636362,2.727272727272727,7.363636363636363,-0.8863636363636364,7.613636363636363
2020-09-23 14:44:00,1.9333333333333333,-3.8,-3.6,-0.08888888888888889,-8.488888888888889,0.9111111111111111,6.733333333333333,-2.2222222222222223,2.7111111111111112,7.377777777777778,-0.7777777777777778,7.7555555555555555
2020-09-23 14:45:00,1.9777777777777779,-3.8,-3.7111111111111112,-0.13333333333333333,-8.755555555555556,1.0666666666666667,6.911111111111111,-2.3555555555555556,2.7333333333333334,7.555555555555555,-0.7111111111111111,8.044444444444444
2020-09-23 14:46:00,2.022222222222222,-3.7555555555555555,-3.8666666666666667,-0.17777777777777778,-9.022222222222222,1.2,7.044444444444444,-2.466666666666667,2.7111111111111112,7.711111111111111,-0.6222222222222222,8.333333333333334
2020-09-23 14:47:00,2.066666666666667,-3.688888888888889,-4.022222222222222,-0.2,-9.311111111111112,1.3111111111111111,7.2,-2.6222222222222222,2.6444444444444444,7.844444444444444,-0.5333333333333333,8.577777777777778
2020-09-23 14:48:00,2.111111111111111,-3.6222222222222222,-4.2,-0.2222222222222222,-9.6,1.4,7.355555555555555,-2.7777777777777777,2.533333333333333,7.933333333333334,-0.4444444444444444,8.866666666666667
2020-09-23 14:49:00,2.1777777777777776,-3.5555555555555554,-4.355555555555555,-0.24444444444444444,-9.88888888888889,1.511111111111111,7.466666666666667,-2.911111111111111,2.4444444444444446,8.0,-0.3333333333333333,9.133333333333333
2020-09-23 14:50:00,2.2222222222222223,-3.511111111111111,-4.488888888888889,-0.28888888888888886,-10.177777777777777,1.6444444444444444,7.533333333333333,-3.0,2.3333333333333335,8.022222222222222,-0.17777777777777778,9.4
2020-09-23 14:51:00,2.2444444444444445,-3.4444444444444446,-4.622222222222222,-0.35555555555555557,-10.444444444444445,1.8222222222222222,7.622222222222222,-3.066666666666667,2.2666666666666666,8.066666666666666,-0.022222222222222223,9.666666666666666
2020-09-23 14:52:00,2.2666666666666666,-3.4,-4.777777777777778,-0.4222222222222222,-10.733333333333333,2.0,7.666666666666667,-3.1555555555555554,2.2444444444444445,8.11111111111111,0.1111111111111111,9.911111111111111
2020-09-23 14:53:00,2.3333333333333335,-3.3333333333333335,-4.933333333333334,-0.5111111111111111,-11.0,2.1777777777777776,7.733333333333333,-3.2888888888888888,2.2444444444444445,8.155555555555555,0.2,10.133333333333333
2020-09-23 14:54:00,2.3777777777777778,-3.311111111111111,-5.044444444444444,-0.6444444444444445,-11.266666666666667,2.3555555555555556,7.8,-3.422222222222222,2.2666666666666666,8.155555555555555,0.3333333333333333,10.4
2020-09-23 14:55:00,2.466666666666667,-3.311111111111111,-5.111111111111111,-0.7555555555555555,-11.511111111111111,2.533333333333333,7.866666666666666,-3.577777777777778,2.2888888888888888,8.133333333333333,0.4666666666666667,10.644444444444444
2020-09-23 14:56:00,2.533333333333333,-3.311111111111111,-5.177777777777778,-0.8222222222222222,-11.755555555555556,2.7555555555555555,7.933333333333334,-3.7333333333333334,2.3333333333333335,8.088888888888889,0.5777777777777777,10.911111111111111
2020-09-23 14:57:00,2.5555555555555554,-3.311111111111111,-5.2444444444444445,-0.8888888888888888,-12.022222222222222,3.0,8.0,-3.888888888888889,2.3333333333333335,8.022222222222222,0.6666666666666666,11.222222222222221
2020-09-23 14:58:00,2.577777777777778,-3.311111111111111,-5.311111111111111,-0.9555555555555556,-12.244444444444444,3.2,8.11111111111111,-4.088888888888889,2.3333333333333335,7.911111111111111,0.7111111111111111,11.533333333333333
2020-09-23 14:59:00,2.5555555555555554,-3.3333333333333335,-5.377777777777778,-1.0,-12.466666666666667,3.422222222222222,8.222222222222221,-4.288888888888889,2.2888888888888888,7.777777777777778,0.7555555555555555,11.822222222222223
2020-09-23 15:00:00,2.488888888888889,-3.3333333333333335,-5.466666666666667,-1.0666666666666667,-12.644444444444444,3.6444444444444444,8.333333333333334,-4.533333333333333,2.2888888888888888,7.644444444444445,0.8444444444444444,12.088888888888889
2020-09-23 15:01:00,2.466666666666667,-3.2888888888888888,-5.533333333333333,-1.1555555555555554,-12.822222222222223,3.911111111111111,8.488888888888889,-4.777777777777778,2.2444444444444445,7.533333333333333,0.9555555555555556,12.355555555555556
2020-09-23 15:02:00,2.466666666666667,-3.2666666666666666,-5.6,-1.2666666666666666,-13.044444444444444,4.155555555555556,8.622222222222222,-5.022222222222222,2.1777777777777776,7.444444444444445,1.1111111111111112,12.577777777777778
2020-09-23 15:03:00,2.488888888888889,-3.2444444444444445,-5.688888888888889,-1.3777777777777778,-13.244444444444444,4.444444444444445,8.777777777777779,-5.266666666666667,2.088888888888889,7.311111111111111,1.2222222222222223,12.8
2020-09-23 15:04:00,2.488888888888889,-3.2222222222222223,-5.7555555555555555,-1.488888888888889,-13.422222222222222,4.688888888888889,8.977777777777778,-5.488888888888889,1.9555555555555555,7.222222222222222,1.3555555555555556,13.0
2020-09-23 15:05:00,2.533333333333333,-3.2222222222222223,-5.8,-1.5777777777777777,-13.6,4.977777777777778,9.133333333333333,-5.711111111111111,1.8444444444444446,7.155555555555556,1.488888888888889,13.155555555555555
2020-09-23 15:06:00,2.5555555555555554,-3.2222222222222223,-5.866666666666666,-1.6666666666666667,-13.755555555555556,5.2444444444444445,9.311111111111112,-5.955555555555556,1.7333333333333334,7.111111111111111,1.6,13.311111111111112
2020-09-23 15:07:00,2.6222222222222222,-3.2222222222222223,-5.911111111111111,-1.7777777777777777,-13.866666666666667,5.488888888888889,9.488888888888889,-6.2,1.6444444444444444,7.066666666666666,1.6666666666666667,13.488888888888889
2020-09-23 15:08:00,2.688888888888889,-3.2,-5.933333333333334,-1.9333333333333333,-13.933333333333334,5.733333333333333,9.688888888888888,-6.488888888888889,1.5555555555555556,6.977777777777778,1.7555555555555555,13.666666666666666
2020-09-23 15:09:00,2.7111111111111112,-3.2,-5.955555555555556,-2.111111111111111,-13.955555555555556,5.955555555555556,9.844444444444445,-6.8,1.4444444444444444,6.888888888888889,1.8222222222222222,13.88888888888889
2020-09-23 15:10:00,2.7555555555555555,-3.2,-5.977777777777778,-2.2666666666666666,-14.0,6.155555555555556,10.0,-7.133333333333334,1.3333333333333333,6.777777777777778,1.8888888888888888,14.066666666666666
2020-09-23 15:11:00,2.7555555555555555,-3.2222222222222223,-6.0,-2.4444444444444446,-14.022222222222222,6.377777777777778,10.133333333333333,-7.466666666666667,1.2444444444444445,6.711111111111111,1.9111111111111112,14.266666666666667
2020-09-23 15:12:00,2.7555555555555555,-3.2444444444444445,-6.0,-2.6222222222222222,-14.044444444444444,6.6,10.266666666666667,-7.7555555555555555,1.2,6.644444444444445,1.8888888888888888,14.422222222222222
2020-09-23 15:13:00,2.7333333333333334,-3.311111111111111,-6.022222222222222,-2.8444444444444446,-14.088888888888889,6.844444444444444,10.377777777777778,-8.044444444444444,1.1333333333333333,6.533333333333333,1.8666666666666667,14.577777777777778
2020-09-23 15:14:00,2.7333333333333334,-3.4,-6.044444444444444,-3.0444444444444443,-14.133333333333333,7.044444444444444,10.466666666666667,-8.28888888888889,1.0888888888888888,6.444444444444445,1.8222222222222222,14.755555555555556
2020-09-23 15:15:00,2.7111111111111112,-3.511111111111111,-6.088888888888889,-3.2444444444444445,-14.177777777777777,7.2,10.6,-8.555555555555555,1.0444444444444445,6.355555555555555,1.7555555555555555,14.933333333333334
2020-09-23 15:16:00,2.688888888888889,-3.577777777777778,-6.111111111111111,-3.422222222222222,-14.222222222222221,7.377777777777778,10.755555555555556,-8.8,1.0,6.2444444444444445,1.6888888888888889,15.155555555555555
2020-09-23 15:17:00,2.688888888888889,-3.688888888888889,-6.111111111111111,-3.5555555555555554,-14.28888888888889,7.5777777777777775,10.88888888888889,-9.044444444444444,0.9333333333333333,6.133333333333334,1.6,15.355555555555556
2020-09-23 15:18:00,2.688888888888889,-3.8222222222222224,-6.133333333333334,-3.7111111111111112,-14.355555555555556,7.8,11.044444444444444,-9.244444444444444,0.8888888888888888,6.044444444444444,1.511111111111111,15.533333333333333
2020-09-23 15:19:00,2.7111111111111112,-4.0,-6.133333333333334,-3.8666666666666667,-14.4,8.0,11.2,-9.488888888888889,0.8888888888888888,5.977777777777778,1.4222222222222223,15.688888888888888
2020-09-23 15:20:00,2.7333333333333334,-4.177777777777778,-6.111111111111111,-4.0,-14.444444444444445,8.2,11.355555555555556,-9.71111111111111,0.8666666666666667,5.911111111111111,1.288888888888889,15.822222222222223
2020-09-23 15:21:00,2.7111111111111112,-4.333333333333333,-6.111111111111111,-4.155555555555556,-14.466666666666667,8.422222222222222,11.533333333333333,-9.933333333333334,0.8666666666666667,5.866666666666666,1.1555555555555554,15.911111111111111
2020-09-23 15:22:00,2.7333333333333334,-4.488888888888889,-6.133333333333334,-4.288888888888889,-14.488888888888889,8.6,11.688888888888888,-10.155555555555555,0.8666666666666667,5.8,1.0222222222222221,16.0
2020-09-23 15:23:00,2.7333333333333334,-4.666666666666667,-6.155555555555556,-4.4222222222222225,-14.466666666666667,8.777777777777779,11.844444444444445,-10.355555555555556,0.8888888888888888,5.777777777777778,0.9333333333333333,16.11111111111111
2020-09-23 15:24:00,2.7111111111111112,-4.844444444444444,-6.222222222222222,-4.555555555555555,-14.466666666666667,8.955555555555556,12.044444444444444,-10.577777777777778,0.9333333333333333,5.7555555555555555,0.8888888888888888,16.22222222222222
2020-09-23 15:25:00,2.688888888888889,-5.022222222222222,-6.311111111111111,-4.688888888888889,-14.444444444444445,9.133333333333333,12.244444444444444,-10.8,1.0,5.711111111111111,0.8222222222222222,16.333333333333332
2020-09-23 15:26:00,2.6666666666666665,-5.2,-6.4222222222222225,-4.822222222222222,-14.444444444444445,9.266666666666667,12.444444444444445,-11.0,1.0888888888888888,5.644444444444445,0.7111111111111111,16.488888888888887
2020-09-23 15:27:00,2.6444444444444444,-5.4,-6.488888888888889,-4.933333333333334,-14.444444444444445,9.355555555555556,12.6,-11.244444444444444,1.1777777777777778,5.6,0.6,16.622222222222224
2020-09-23 15:28:00,2.6222222222222222,-5.6,-6.555555555555555,-5.066666666666666,-14.4,9.444444444444445,12.8,-11.444444444444445,1.2444444444444445,5.555555555555555,0.5111111111111111,16.711111111111112
2020-09-23 15:29:00,2.6222222222222222,-5.8,-6.622222222222222,-5.177777777777778,-14.355555555555556,9.488888888888889,12.977777777777778,-11.644444444444444,1.3555555555555556,5.555555555555555,0.4222222222222222,16.755555555555556
2020-09-23 15:30:00,2.6222222222222222,-6.022222222222222,-6.733333333333333,-5.311111111111111,-14.311111111111112,9.488888888888889,13.133333333333333,-11.8,1.4444444444444444,5.555555555555555,0.35555555555555557,16.822222222222223
2020-09-23 15:31:00,2.577777777777778,-6.288888888888889,-6.8,-5.488888888888889,-14.266666666666667,9.488888888888889,13.311111111111112,-11.955555555555556,1.5777777777777777,5.533333333333333,0.24444444444444444,16.91111111111111
2020-09-23 15:32:00,2.488888888888889,-6.555555555555555,-6.888888888888889,-5.644444444444445,-14.177777777777777,9.488888888888889,13.466666666666667,-12.11111111111111,1.7333333333333334,5.533333333333333,0.15555555555555556,17.044444444444444
2020-09-23 15:33:00,2.3555555555555556,-6.777777777777778,-6.977777777777778,-5.8,-14.088888888888889,9.533333333333333,13.6,-12.222222222222221,1.9333333333333333,5.555555555555555,0.06666666666666667,17.177777777777777
2020-09-23 15:34:00,2.2444444444444445,-6.977777777777778,-7.088888888888889,-5.955555555555556,-14.0,9.577777777777778,13.733333333333333,-12.333333333333334,2.1333333333333333,5.5777777777777775,-0.022222222222222223,17.288888888888888
2020-09-23 15:35:00,2.111111111111111,-7.155555555555556,-7.2,-6.111111111111111,-13.933333333333334,9.622222222222222,13.88888888888889,-12.488888888888889,2.3555555555555556,5.644444444444445,-0.13333333333333333,17.355555555555554
2020-09-23 15:36:00,2.0,-7.355555555555555,-7.333333333333333,-6.222222222222222,-13.844444444444445,9.622222222222222,14.044444444444444,-12.666666666666666,2.533333333333333,5.711111111111111,-0.24444444444444444,17.377777777777776
2020-09-23 15:37:00,1.9333333333333333,-7.5777777777777775,-7.444444444444445,-6.355555555555555,-13.755555555555556,9.666666666666666,14.244444444444444,-12.822222222222223,2.7111111111111112,5.7555555555555555,-0.3333333333333333,17.42222222222222
2020-09-23 15:38:00,1.8666666666666667,-7.8,-7.555555555555555,-6.466666666666667,-13.666666666666666,9.688888888888888,14.444444444444445,-12.955555555555556,2.888888888888889,5.777777777777778,-0.4,17.466666666666665
2020-09-23 15:39:00,1.8444444444444446,-8.022222222222222,-7.666666666666667,-6.533333333333333,-13.533333333333333,9.71111111111111,14.622222222222222,-13.088888888888889,3.088888888888889,5.8,-0.5111111111111111,17.466666666666665
2020-09-23 15:40:00,1.7777777777777777,-8.222222222222221,-7.8,-6.622222222222222,-13.422222222222222,9.755555555555556,14.8,-13.244444444444444,3.2888888888888888,5.822222222222222,-0.6444444444444445,17.466666666666665
2020-09-23 15:41:00,1.711111111111111,-8.422222222222222,-7.911111111111111,-6.711111111111111,-13.28888888888889,9.755555555555556,14.977777777777778,-13.4,3.488888888888889,5.844444444444444,-0.7555555555555555,17.466666666666665
2020-09-23 15:42:00,1.6444444444444444,-8.622222222222222,-8.044444444444444,-6.777777777777778,-13.155555555555555,9.755555555555556,15.133333333333333,-13.533333333333333,3.7111111111111112,5.911111111111111,-0.8666666666666667,17.42222222222222
2020-09-23 15:43:00,1.5555555555555556,-8.822222222222223,-8.177777777777777,-6.822222222222222,-13.044444444444444,9.8,15.244444444444444,-13.622222222222222,3.911111111111111,6.0,-0.9555555555555556,17.4
2020-09-23 15:44:00,1.511111111111111,-8.977777777777778,-8.311111111111112,-6.844444444444444,-12.933333333333334,9.822222222222223,15.377777777777778,-13.688888888888888,4.133333333333334,6.088888888888889,-1.0,17.4
2020-09-23 15:45:00,1.511111111111111,-9.133333333333333,-8.444444444444445,-6.866666666666666,-12.866666666666667,9.822222222222223,15.511111111111111,-13.755555555555556,4.311111111111111,6.2,-1.0444444444444445,17.42222222222222
2020-09-23 15:46:00,1.4666666666666666,-9.311111111111112,-8.6,-6.888888888888889,-12.822222222222223,9.822222222222223,15.6,-13.866666666666667,4.533333333333333,6.288888888888889,-1.1111111111111112,17.466666666666665
2020-09-23 15:47:00,1.4,-9.488888888888889,-8.733333333333333,-6.911111111111111,-12.777777777777779,9.822222222222223,15.733333333333333,-13.977777777777778,4.7555555555555555,6.355555555555555,-1.1777777777777778,17.511111111111113
2020-09-23 15:48:00,1.288888888888889,-9.622222222222222,-8.822222222222223,-6.888888888888889,-12.733333333333333,9.777777777777779,15.844444444444445,-14.11111111111111,5.022222222222222,6.4222222222222225,-1.2222222222222223,17.555555555555557
2020-09-23 15:49:00,1.2,-9.71111111111111,-8.933333333333334,-6.866666666666666,-12.688888888888888,9.777777777777779,15.933333333333334,-14.266666666666667,5.311111111111111,6.488888888888889,-1.2666666666666666,17.6
2020-09-23 15:50:00,1.1111111111111112,-9.8,-9.066666666666666,-6.844444444444444,-12.644444444444444,9.777777777777779,16.066666666666666,-14.377777777777778,5.5777777777777775,6.555555555555555,-1.288888888888889,17.666666666666668
2020-09-23 15:51:00,1.0666666666666667,-9.911111111111111,-9.177777777777777,-6.822222222222222,-12.644444444444444,9.8,16.177777777777777,-14.488888888888889,5.822222222222222,6.6,-1.3111111111111111,17.733333333333334
2020-09-23 15:52:00,0.9777777777777777,-10.022222222222222,-9.311111111111112,-6.8,-12.666666666666666,9.844444444444445,16.31111111111111,-14.6,6.044444444444444,6.6,-1.3111111111111111,17.77777777777778
2020-09-23 15:53:00,0.8666666666666667,-10.133333333333333,-9.444444444444445,-6.733333333333333,-12.71111111111111,9.911111111111111,16.444444444444443,-14.71111111111111,6.266666666666667,6.6,-1.3555555555555556,17.822222222222223
2020-09-23 15:54:00,0.8,-10.222222222222221,-9.577777777777778,-6.666666666666667,-12.777777777777779,9.955555555555556,16.6,-14.8,6.511111111111111,6.5777777777777775,-1.3555555555555556,17.822222222222223
2020-09-23 15:55:00,0.6888888888888889,-10.266666666666667,-9.71111111111111,-6.5777777777777775,-12.822222222222223,10.0,16.733333333333334,-14.866666666666667,6.733333333333333,6.5777777777777775,-1.3555555555555556,17.866666666666667
2020-09-23 15:56:00,0.5777777777777777,-10.311111111111112,-9.866666666666667,-6.466666666666667,-12.844444444444445,10.022222222222222,16.866666666666667,-14.911111111111111,6.977777777777778,6.5777777777777775,-1.3555555555555556,17.933333333333334
2020-09-23 15:57:00,0.4666666666666667,-10.377777777777778,-10.0,-6.377777777777778,-12.866666666666667,10.066666666666666,17.0,-14.977777777777778,7.222222222222222,6.6,-1.3333333333333333,18.022222222222222
2020-09-23 15:58:00,0.37777777777777777,-10.422222222222222,-10.155555555555555,-6.266666666666667,-12.88888888888889,10.11111111111111,17.133333333333333,-15.044444444444444,7.466666666666667,6.666666666666667,-1.2666666666666666,18.155555555555555
2020-09-23 15:59:00,0.26666666666666666,-10.488888888888889,-10.333333333333334,-6.2,-12.911111111111111,10.2,17.288888888888888,-15.133333333333333,7.666666666666667,6.688888888888889,-1.2222222222222223,18.288888888888888
2020-09-23 16:00:00,0.15555555555555556,-10.511111111111111,-10.466666666666667,-6.155555555555556,-12.88888888888889,10.333333333333334,17.444444444444443,-15.244444444444444,7.888888888888889,6.7555555555555555,-1.1555555555555554,18.4
2020-09-23 16:01:00,0.044444444444444446,-10.577777777777778,-10.577777777777778,-6.133333333333334,-12.88888888888889,10.466666666666667,17.57777777777778,-15.4,8.11111111111111,6.844444444444444,-1.0888888888888888,18.466666666666665
2020-09-23 16:02:00,-0.044444444444444446,-10.6,-10.733333333333333,-6.111111111111111,-12.88888888888889,10.577777777777778,17.733333333333334,-15.533333333333333,8.355555555555556,6.911111111111111,-1.0,18.555555555555557
2020-09-23 16:03:00,-0.17777777777777778,-10.622222222222222,-10.88888888888889,-6.066666666666666,-12.933333333333334,10.644444444444444,17.91111111111111,-15.666666666666666,8.622222222222222,6.955555555555556,-0.9111111111111111,18.666666666666668
2020-09-23 16:04:00,-0.3111111111111111,-10.6,-11.044444444444444,-6.022222222222222,-13.022222222222222,10.71111111111111,18.066666666666666,-15.755555555555556,8.866666666666667,7.022222222222222,-0.8666666666666667,18.77777777777778
2020-09-23 16:05:00,-0.4666666666666667,-10.577777777777778,-11.177777777777777,-6.0,-13.066666666666666,10.755555555555556,18.244444444444444,-15.88888888888889,9.133333333333333,7.066666666666666,-0.8222222222222222,18.88888888888889
